39151,94308,Marko Dmitrovic,-0.0483401,0.0204715,180
11673,139336,Paulo Oliveira,NA,NA,0
6213,87469,Jose Angel,0.00420773,0.0566918,2042
52516,266795,Gonzalo Escalante,-0.0558987,0.00517234,345
3184,153427,Bebe,0.0358054,0.101021,426
6317,60890,Fabian Orellana,NA,NA,0
6842,142027,Pablo Hervias,-0.0758525,-0.0164583,2838
6697,71548,Anaitz Arbilla Zabala,NA,NA,0
45217,311287,Martinez,NA,NA,0
6918,263727,Joan Jordan,-0.0425217,0.0131093,6550
6374,138935,Sergio Alvarez,-0.0783905,-0.00965029,3492
9697,75446,Pablo Ezequiel de Blasis,NA,NA,0
6747,154059,Charles Dias de Oliveira,NA,NA,0
31839,305956,Nano,-0.0868218,-0.0287453,1964
5285,128488,Alejandro Galvez,NA,NA,0
44972,286849,Jordi Calavera Espinach,-0.0997773,-0.0422086,3914
10829,93936,Kike,-0.0216101,0.0306282,1665
6568,127108,Florian Lejeune,-0.0322902,0.0384962,5457
6676,238868,Ruben Pena,NA,NA,0
62654,374077,Christian Rivera Hernandez,-0.00187697,0.0461336,3238
6746,58115,Yoel Rodriguez,NA,NA,0
45437,281755,Ivan Alejo Peralta,-0.0672695,-0.00879765,1630
6971,39907,Papakouli Diop,NA,NA,0
9664,8176,Oier Olazabal,0.104747,0.157775,91
52405,240360,Esteban Ariel Saveljich,NA,NA,0
3571,126516,Antonio Luna,-0.0138429,0.0495963,3026
6535,71905,Coke,NA,NA,0
11821,151470,Nikola Vukcevic,-0.101702,-0.035795,216
61798,245014,Enis Bardhi,-0.0773243,-0.019488,627
7887,125783,Sanjin Prcic,-0.0156732,0.0426851,2489
3241,67548,Ruben Rochina,0.00891312,0.0728254,1531
21521,274862,Moses Daddy-Ajala Simon,0.0258498,0.0841601,3780
74113,254290,Raphael Dwamena,NA,NA,0
6579,212391,Roger,NA,NA,0
42504,118997,Aitor Fernandez,-0.0470775,0.0226854,2639
31808,248330,Chema,-0.0654199,0.000825236,181
70802,302991,Erick Cathriel Cabaco Almada,NA,NA,0
6914,203778,Ivan Lopez,-0.0482142,0.0149852,5395
7427,129679,Cheick Doukoure,-0.0862328,-0.0206407,1834
3612,120095,Jose Campana,0.0176794,0.0819699,4240
6837,282371,Ivi,-0.072742,-0.015678,4712
6724,208890,Samuel Garcia Sanchez,NA,NA,0
6912,252677,Jose Luis Morales,NA,NA,0
11893,332612,Emmanuel Boateng,-0.0774874,-0.0239485,3381
32181,140082,Armando Sadiku,-0.118706,-0.047498,3573
6011,25412,Pedro Lopez,0.00640599,0.0936368,544
9669,54217,Raul Fernandez,NA,NA,0
31886,158791,Sergio Postigo Redondo,NA,NA,0
6989,125931,Tono,-0.0469058,0.00443032,455
64790,262980,Jefferson Andres Lerma Solis,-0.0448831,0.0151475,252
6751,26199,Verza,0.0985662,0.150045,134
6767,263860,Jason Remeseiro,-0.0880609,-0.0324298,2811
4931,49347,Mitchell James Langerak,NA,NA,0
6750,101742,Angel Trujillo,NA,NA,0
6809,263856,Victor Camarasa,-0.0698792,-0.0145701,3384
6658,213260,Ruben Garcia,0.0256906,0.0888876,5085
11756,243541,Deyverson,NA,NA,0
48073,211395,Mauricio Cuero,NA,NA,0
44664,221321,Joaquin Fernandez,-0.0880744,-0.0337457,9492
6847,260230,Moi,-0.0592921,-0.00412658,5652
31902,62144,Antonito,NA,NA,0
43512,247250,Ruben Alcaraz,-0.154879,-0.0852366,515
65550,404688,Waldo Rubio Martin,-0.0962641,-0.0376926,958
31451,65263,Jordi Masip,NA,NA,0
6254,51667,Kiko,NA,NA,0
70262,357884,Fernando Calero Villa,-0.111236,-0.0536628,184
31763,71204,Javier Moyano Lujano,NA,NA,0
6867,207922,Luismi,-0.0804128,-0.0147974,860
31899,307519,Fede San Emeterio,-0.0211634,0.0289549,10357
31958,288453,Antonio Dominguez,NA,NA,0
45369,337066,Laureano Antonio Villa Suarez,-0.123692,-0.0669903,4585
20618,251106,Enes Ünal,-0.0138481,0.0339746,6258
42686,256429,Sergio Guardiola Navarro,-0.163564,-0.0922358,886
31964,338425,Alejandro Berenguer Remiro,-0.045265,0.0127039,2269
9791,71206,Nauzet Perez,NA,NA,0
31911,298589,David Garcia,-0.0697301,-0.0133047,936
2852,42920,Fran Merida,0.0539977,0.108414,1086
31377,145769,Sergio Leon,NA,NA,0
11865,234811,Rui Silva,-0.0559214,1.34306e-05,736
775,137648,Sverrir Ingi Ingason,-0.0361455,0.0257529,6570
6790,170472,Dimitri Foulquier,0.00540135,0.0661194,2248
8984,73092,Rene Krhin,0.0384072,0.0984479,258
16663,42714,Mehdi Carcela-Gonzalez,-0.0139384,0.0432496,3196
7635,129893,Molla Wague,-0.0133843,0.0506971,315
7704,93759,Matthieu Saunier,-0.0800185,-0.0289192,2575
6552,63689,Fran Rico,NA,NA,0
41939,294568,Omer Atzili,-0.0301201,0.0309509,97
6990,113045,Ruben Perez,NA,NA,0
6871,133794,Edgar Mendez,-0.071234,-0.00320842,3396
6795,185245,Jhon Cordoba,0.00795664,0.0707202,1300
39130,226006,Emanuel Insua,NA,NA,0
6039,44735,Aythami Artiles Oliva,NA,NA,0
64244,303140,Mauricio Lemos Merladet,-0.00191915,0.0536657,1496
31230,64363,Daniel Castellano Betancor,NA,NA,0
31784,223068,Pedro Taunausu Dominguez Placeres,-0.104929,-0.0350693,7
9194,95438,Marko Livaja,0.0220456,0.0854619,1790
2915,16922,Kevin-Prince Boateng,0.0513695,0.0984364,4071
6558,203043,Pedro Bigas Rigo,-0.0408386,0.0188711,1620
31873,228584,David Simon,NA,NA,0
31431,153236,Vicente Gomez,NA,NA,0
31565,202984,Roque Mesa Quevedo,NA,NA,0
6659,153238,Jonathan Viera Ramos,0.0111176,0.0623299,450
31637,110366,Sergio Ezequiel Araujo,0.0103038,0.0794007,1161
6862,96540,Alfredo Ortuno,-0.0677161,-0.000934882,1360
6623,184767,Ximo Navarro,-0.0472481,0.00681826,1261
3522,45121,Loïc Remy,0.0986062,0.143536,37
7230,30929,Gabriel Penalba,NA,NA,0
2987,5957,Alberto Aquilani,0.047351,0.114601,1752
20537,216463,Imoh Ezekiel,0.0818921,0.14239,5980
6711,199321,Ruben Blanco,-0.0761619,-0.0168003,3541
45095,297194,Ivan Villar,-0.0862399,-0.0382293,4295
41186,64134,Nestor Alejandro Araujo Razo,0.00181845,0.0734869,276
31582,164055,David Junca,0.0210895,0.079163,3785
6616,119905,Hugo Mallo Novegil,0.0345388,0.103568,7063
21519,192735,Stanislav Lobotka,-0.0496188,0.00965817,1826
6946,207924,Jozabed Sanchez,-0.0285479,0.0341815,1960
45580,309110,Brais Mendez Portela,-0.0425161,0.00861815,3361
12386,167798,Andrew Hjulsager,-0.0127808,0.04456,4218
73321,396894,Maximiliano Gomez Gonzalez,NA,NA,0
6264,61546,Facundo Roncaglia,NA,NA,0
64804,216240,Lucas Rene Olaza Catrofe,NA,NA,0
20411,181619,Robert Mazan,-0.0536119,0.00246307,839
43726,221315,Kevin Vazquez,-0.103932,-0.0432142,551
30517,137616,Okay Yokuslu,-0.0237204,0.0314062,2578
70208,423444,Francisco Jose Beltran Peinado,-0.00562085,0.0516441,7705
12365,252641,Pione Sisto,0.00912835,0.0671258,5227
65816,283223,Emre Mor,0.00516161,0.0546024,2776
7795,58818,Claudio Beauvue,-0.0358146,0.0152286,1484
45075,349873,Juan Hernandez,-0.0979662,-0.0421335,1591
3558,72047,Iago Aspas Juncal,NA,NA,0
84786,259930,Gabriel Matias Fernandez Leites,NA,NA,0
9674,45912,Sergio Alvarez,NA,NA,0
6288,65237,Andreu Fontas,0.0122205,0.0639075,788
6572,30677,Gustavo Daniel Cabral,NA,NA,0
6653,175446,Jonathan Castro Otto,0.00773343,0.0624352,7468
7630,63463,Daniel Wass,-0.0321156,0.0253317,1161
45621,230222,Alvaro Lemos,NA,NA,0
14307,83895,Marcelo Diaz,NA,NA,0
6911,91763,Pablo Hernandez,NA,NA,0
45351,336828,Pape Cheikh Diop Gueye,-0.0595034,-0.0116748,1794
21636,280701,Theo Bongonda,-0.0109606,0.0450197,4140
65215,291247,Dejan Drazic,-0.0104694,0.047891,43
2108,98596,John Alberto Guidetti,0.0183174,0.0825492,3197
6927,92947,Sergi Gomez,0.028923,0.0974249,4288
6771,276111,David Costas Cordal,-0.0478627,0.011677,3776
6889,168959,Nemanja Radoja,-0.0306596,0.0310128,737
31739,272679,Jose Naranjo,-0.0648715,-0.00759952,1695
6488,64598,Bernardo Espinosa,-0.136763,-0.0790878,879
6781,262939,Johan Mojica,NA,NA,0
6483,158795,David Timor,-0.0549201,-0.0039317,370
6417,59323,Christian Ricardo Stuani Curbelo,NA,NA,0
31542,131275,Choco Lozano,-0.0954543,-0.0344709,2748
3666,74228,Marc Muniesa,0.0371841,0.105016,4612
6887,66099,Carles Planas Antolinez,0.0442561,0.10667,3137
31682,242497,Pere Pons Riera,-0.0108789,0.0519747,737
6834,99353,Cristian Portu,-0.0864879,-0.0197024,5581
45581,337946,Jairo Izquierdo,-0.0569739,0.00337923,202
14187,75287,Seydou Doumbia,0.038,0.0894911,475
31323,51663,Pedro Alcala,-0.0367322,0.0173959,1096
68043,202318,Farid Boulaya,-0.0637349,-0.000459385,1334
6570,69660,Jonas Ramalho,0.0148689,0.0784356,6597
31430,115333,Juanpe,-0.0553502,0.0126753,1898
31789,132921,Aday,NA,NA,0
45298,261504,Aleix Garcia,-0.0410088,0.00843381,1794
9680,67808,Borja Garcia,-0.012194,0.0528593,1651
72353,382773,Jonathan Josue Rubio Toro,-0.132674,-0.0796317,236
72320,531829,Daniel Escriche Romero,-0.0609753,-0.0141265,1473
70159,256567,Aleksandar Jovanovic,NA,NA,0
6490,67546,Jorge Pulido Mayoral,0.00234195,0.0691831,2325
6859,56777,Luisinho,NA,NA,0
70226,448628,Javier Galan Gil,NA,NA,0
44843,162056,Gonzalo Melero Manzanares,-0.0376934,0.0174645,3408
31611,223073,Eugeni Valderrama,-0.0635544,-0.0069537,2851
43583,210143,Alejandro Gallar Flaguera,-0.0872214,-0.0199181,339
7382,98512,Serdar Gurler,-0.0224205,0.0441363,40
31652,71918,David Ferreiro Quiroga,NA,NA,0
44954,114060,Enrique Gallego Puigsech,NA,NA,0
