39151,94308,Marko Dmitrovic,-9.48816e-05,0.0102862,6556
11673,139336,Paulo Oliveira,0.0686219,0.0794479,11162
6213,87469,Jose Angel,0.100548,0.10762,8934
52516,266795,Gonzalo Escalante,0.0107269,0.0200541,7998
3184,153427,Bebe,-0.0222011,-0.0197785,5617
6317,60890,Fabian Orellana,0.0502791,0.0540872,3060
6842,142027,Pablo Hervias,-0.000296915,0.00955313,11517
6697,71548,Anaitz Arbilla Zabala,0.0166972,0.0204778,4271
45217,311287,Martinez,0.0837237,0.0940746,6991
6918,263727,Joan Jordan,0.0183945,0.0293377,15529
6374,138935,Sergio Alvarez,0.0100856,0.0204946,13267
9697,75446,Pablo Ezequiel de Blasis,0.0199307,0.0253522,1279
6747,154059,Charles Dias de Oliveira,NA,NA,0
31839,305956,Nano,-0.0283586,-0.00418883,7166
5285,128488,Alejandro Galvez,0.0107136,0.022091,9535
44972,286849,Jordi Calavera Espinach,-0.020816,0.00232561,10447
10829,93936,Kike,0.0308169,0.033325,11174
6568,127108,Florian Lejeune,0.0179726,0.0308501,14073
6676,238868,Ruben Pena,-0.00920846,0.00221466,6445
62654,374077,Christian Rivera Hernandez,0.0148999,0.0275806,5545
6746,58115,Yoel Rodriguez,0.0216614,0.0330259,6430
45437,281755,Ivan Alejo Peralta,-0.0123615,0.0114735,6169
6971,39907,Papakouli Diop,0.0288498,0.0330112,5101
9664,8176,Oier Olazabal,0.0699649,0.077061,5130
52405,240360,Esteban Ariel Saveljich,-0.0158264,-0.0029488,5645
3571,126516,Antonio Luna,0.0414731,0.0550558,7134
6535,71905,Coke,0.0667297,0.0679627,10778
11821,151470,Nikola Vukcevic,0.045077,0.0537971,4607
61798,245014,Enis Bardhi,0.0046459,0.0295143,8493
7887,125783,Sanjin Prcic,0.0197279,0.0273513,7737
3241,67548,Ruben Rochina,0.0171292,0.0305791,7236
21521,274862,Moses Daddy-Ajala Simon,0.0740033,0.0974046,12344
74113,254290,Raphael Dwamena,-0.0165525,0.00591543,4795
6579,212391,Roger,-0.0105039,0.00194676,6888
42504,118997,Aitor Fernandez,0.012413,0.0255619,12911
31808,248330,Chema,-0.0125476,0.000719416,7167
70802,302991,Erick Cathriel Cabaco Almada,-0.0167275,0.00386522,5132
6914,203778,Ivan Lopez,-0.0092974,-0.00296919,9284
7427,129679,Cheick Doukoure,-0.0682054,-0.055412,7334
3612,120095,Jose Campana,0.0310148,0.0387038,12978
6837,282371,Ivi,-0.00546583,0.00453769,12876
6724,208890,Samuel Garcia Sanchez,0.0752135,0.0776293,3762
6912,252677,Jose Luis Morales,NA,NA,0
11893,332612,Emmanuel Boateng,-0.00707694,0.00429795,7356
32181,140082,Armando Sadiku,-0.061467,-0.0487011,10628
6011,25412,Pedro Lopez,0.0777458,0.0852026,4607
9669,54217,Raul Fernandez,0.0548957,0.06104,819
31886,158791,Sergio Postigo Redondo,-0.0484928,-0.0353728,7078
6989,125931,Tono,-0.0142134,-0.0118543,7280
64790,262980,Jefferson Andres Lerma Solis,0.0605826,0.0773101,10157
6751,26199,Verza,-0.00272906,-0.000971369,7395
6767,263860,Jason Remeseiro,-0.00201852,0.00892474,10652
4931,49347,Mitchell James Langerak,0.133027,0.144302,548
6750,101742,Angel Trujillo,-0.0673824,-0.0658091,5560
6809,263856,Victor Camarasa,0.0304148,0.0396191,12222
6658,213260,Ruben Garcia,0.0489238,0.0557554,11275
11756,243541,Deyverson,-0.0122198,0.000849253,4308
48073,211395,Mauricio Cuero,-0.00357071,0.00766465,4746
44664,221321,Joaquin Fernandez,-0.0263362,-0.00992237,17128
6847,260230,Moi,0.0119567,0.0204955,11002
31902,62144,Antonito,-0.0757675,-0.0699455,4387
43512,247250,Ruben Alcaraz,-0.0651275,-0.0519467,11055
65550,404688,Waldo Rubio Martin,-0.0726554,-0.0504678,6235
31451,65263,Jordi Masip,0.0605904,0.0758767,4981
6254,51667,Kiko,8.95091e-05,0.0113503,11825
70262,357884,Fernando Calero Villa,-0.0316838,-0.00934286,10115
31763,71204,Javier Moyano Lujano,-0.103282,-0.100768,1793
6867,207922,Luismi,-0.0380526,-0.0233665,6761
31899,307519,Fede San Emeterio,0.0403614,0.050618,16557
31958,288453,Antonio Dominguez,-0.0378443,-0.0305691,5101
45369,337066,Laureano Antonio Villa Suarez,0.0147285,0.0386009,13496
20618,251106,Enes Ünal,0.0163846,0.0242689,11717
42686,256429,Sergio Guardiola Navarro,-0.0384823,-0.0257483,6679
31964,338425,Alejandro Berenguer Remiro,-0.000714669,0.0240171,8723
