6834,99353,Cristian Portu,1992,30.06.2010,NA,NA,0,30.06.2011,NA,NA,0,30.06.2012,-0.0976214,-0.00352534,2812
45581,337946,Jairo Izquierdo,1993,30.06.2011,NA,NA,0,30.06.2012,NA,NA,0,30.06.2013,NA,NA,0
14187,75287,Seydou Doumbia,1987,30.06.2005,NA,NA,0,30.06.2006,NA,NA,0,30.06.2007,NA,NA,0
31323,51663,Pedro Alcala,1989,30.06.2007,NA,NA,0,30.06.2008,NA,NA,0,30.06.2009,NA,NA,0
68043,202318,Farid Boulaya,1993,30.06.2011,NA,NA,0,30.06.2012,-0.0788873,0.0413201,7,30.06.2013,-0.0707843,0.0131905,628
6570,69660,Jonas Ramalho,1993,30.06.2011,-0.128018,0.0269012,540,30.06.2012,-0.0676053,0.0627473,3134,30.06.2013,-0.00771407,0.0834362,4759
31430,115333,Juanpe,1991,30.06.2009,NA,NA,0,30.06.2010,NA,NA,0,30.06.2011,-0.0706058,0.0142135,683
31789,132921,Aday,1987,30.06.2005,NA,NA,0,30.06.2006,NA,NA,0,30.06.2007,NA,NA,0
9680,67808,Borja Garcia,1990,30.06.2008,NA,NA,0,30.06.2009,-0.0374353,0.100084,11,30.06.2010,-0.0159904,0.0756746,11
70159,256567,Aleksandar Jovanovic,1992,30.06.2010,NA,NA,0,30.06.2011,NA,NA,0,30.06.2012,NA,NA,0
6490,67546,Jorge Pulido Mayoral,1991,30.06.2009,NA,NA,0,30.06.2010,NA,NA,0,30.06.2011,-0.00341996,0.0800272,1638
43583,210143,Alejandro Gallar Flaguera,1992,30.06.2010,NA,NA,0,30.06.2011,-0.0915033,0.0232659,9,30.06.2012,-0.0937782,-0.00431528,339
7382,98512,Serdar Gurler,1991,30.06.2009,NA,NA,0,30.06.2010,-0.0641958,0.0620189,11,30.06.2011,-0.035212,0.0609725,35
31652,71918,David Ferreiro Quiroga,1988,30.06.2006,NA,NA,0,30.06.2007,NA,NA,0,30.06.2008,NA,NA,0
45081,226012,Soria,1993,30.06.2011,NA,NA,0,30.06.2012,NA,NA,0,30.06.2013,NA,NA,0
31947,221150,Djene Dakonam,1991,30.06.2009,NA,NA,0,30.06.2010,NA,NA,0,30.06.2011,NA,NA,0
31497,188838,Bruno Gonzalez,1990,30.06.2008,NA,NA,0,30.06.2009,NA,NA,0,30.06.2010,NA,NA,0
39092,129693,Gaku Shibasaki,1992,30.06.2010,NA,NA,0,30.06.2011,NA,NA,0,30.06.2012,NA,NA,0
52208,95736,Leandro Chichizola,1990,30.06.2008,NA,NA,0,30.06.2009,NA,NA,0,30.06.2010,NA,NA,0
31793,246335,Ruben Yanez,1993,30.06.2011,NA,NA,0,30.06.2012,NA,NA,0,30.06.2013,-0.0203906,0.0858767,2255
3307,70245,Ignasi Miquel Pons,1992,30.06.2010,NA,NA,0,30.06.2011,NA,NA,0,30.06.2012,0.0355343,0.141249,523
6370,102423,Leandro Cabrera,1991,30.06.2009,NA,NA,0,30.06.2010,0.00673845,0.126307,361,30.06.2011,-0.0137112,0.074102,1146
6694,44699,Vitorino Gabriel Pacheco Antunes,1987,30.06.2005,NA,NA,0,30.06.2006,NA,NA,0,30.06.2007,NA,NA,0
6544,76746,Damian Suarez,1988,30.06.2006,NA,NA,0,30.06.2007,NA,NA,0,30.06.2008,NA,NA,0
6907,242532,Robert Ibanez,1993,30.06.2011,NA,NA,0,30.06.2012,-0.11833,0.00429256,933,30.06.2013,-0.100996,-0.0153125,1644
