player_id,player_name,player_role,birth,height,foot,value,league,value_at,nat1,nat2
20586,Urby Emanuelson,Central Midfield,1986-06-16,1.76,left,0.675,NE1,2017-06-30,Netherlands,Suriname
190222,Sander van de Streek,Attacking Midfield,1993-03-24,1.8,right,0.675,NE1,2017-06-30,Netherlands,-
317593,Patrick Joosten,Left Winger,1996-04-14,1.85,right,0.54,NE1,2017-06-30,Netherlands,-
268112,Gyrano Kerk,Centre-Forward,1995-12-02,1.75,right,0.9,NE1,2017-06-30,Netherlands,Suriname
78819,David Jensen,Goalkeeper,1992-03-25,1.95,right,1.13,NE1,2017-06-30,Denmark,-
19409,Willem Janssen,Centre-Back,1986-07-04,1.86,right,1.13,NE1,2017-06-30,Netherlands,-
128042,Mark van der Maarel,Right-Back,1989-08-12,1.77,right,0.675,NE1,2017-06-30,Netherlands,Indonesia
185566,Anouar Kali,Defensive Midfield,1991-06-03,1.72,left,0.9,NE1,2017-06-30,Morocco,Netherlands
179638,Lukas GÃ¶rtler,Central Midfield,1994-06-15,1.86,right,0.495,NE1,2017-06-30,Germany,-
123349,Zakaria Labyad,Attacking Midfield,1993-03-09,1.75,both,1.58,NE1,2017-06-30,Morocco,Netherlands
241324,Bilal Ould-Chikh,Right Winger,1997-07-28,1.7,left,0.675,NE1,2017-06-30,Netherlands,Morocco
87162,Simon Makienok,Centre-Forward,1990-11-21,2.01,right,1.35,NE1,2017-06-30,Denmark,-
317806,Cyriel Dessers,Centre-Forward,1994-12-08,1.85,both,0.81,NE1,2017-06-30,Belgium,Nigeria
128042,Mark van der Maarel,Right-Back,1989-08-12,1.77,right,0.36,NE1,2010-06-30,Netherlands,Indonesia
19409,Willem Janssen,Centre-Back,1986-07-04,1.86,right,1.58,NE1,2015-06-30,Netherlands,-
128042,Mark van der Maarel,Right-Back,1989-08-12,1.77,right,0.675,NE1,2015-06-30,Netherlands,Indonesia
268113,Sean Klaiber,Right-Back,1994-07-31,1.84,right,0.135,NE1,2015-06-30,Netherlands,Suriname
181375,SÃ©bastien Haller,Centre-Forward,1994-06-22,1.9,right,1.13,NE1,2015-06-30,France,Coted'Ivoire
60317,Ramon Leeuwin,Centre-Back,1987-09-01,1.87,right,0.675,NE1,2015-06-30,Netherlands,Suriname
94768,Rico Strieder,Defensive Midfield,1992-07-06,1.74,right,0.068,NE1,2015-06-30,Germany,-
326701,Bart Ramselaar,Attacking Midfield,1996-06-29,1.78,right,0.045,NE1,2015-06-30,Netherlands,-
317593,Patrick Joosten,Left Winger,1996-04-14,1.85,right,0.023,NE1,2015-06-30,Netherlands,-
128042,Mark van der Maarel,Right-Back,1989-08-12,1.77,right,0.36,NE1,2012-06-30,Netherlands,Indonesia
128042,Mark van der Maarel,Right-Back,1989-08-12,1.77,right,0.9,NE1,2013-06-30,Netherlands,Indonesia
60317,Ramon Leeuwin,Centre-Back,1987-09-01,1.87,right,0.45,NE1,2014-06-30,Netherlands,Suriname
128042,Mark van der Maarel,Right-Back,1989-08-12,1.77,right,0.72,NE1,2014-06-30,Netherlands,Indonesia
19409,Willem Janssen,Centre-Back,1986-07-04,1.86,right,1.8,NE1,2014-06-30,Netherlands,-
268113,Sean Klaiber,Right-Back,1994-07-31,1.84,right,0.09,NE1,2014-06-30,Netherlands,Suriname
139304,Karol Mets,Centre-Back,1993-05-16,1.91,left,0.45,NE1,2018-06-30,Estonia,-
400671,Daan Klomp,Centre-Back,1998-08-10,1.87,right,0.068,NE1,2018-06-30,Netherlands,-
331017,Alex Gersbach,Left-Back,1997-05-08,1.81,left,0.45,NE1,2018-06-30,Australia,-
201586,Greg Leigh,Left-Back,1994-09-30,1.81,left,0.09,NE1,2018-06-30,England,-
250591,Arno Verschueren,Defensive Midfield,1997-04-08,1.84,right,0.45,NE1,2018-06-30,Belgium,-
273588,Mounir El Allouchi,Central Midfield,1994-09-27,1.72,right,0.585,NE1,2018-06-30,Netherlands,Morocco
427085,Bodi Brusselers,Attacking Midfield,1998-12-12,1.79,left,0.09,NE1,2018-06-30,Netherlands,-
244130,Sullay Kaikai,Left Winger,1995-08-26,1.82,right,0.45,NE1,2018-06-30,England,SierraLeone
64507,Mikhail Rosheuvel,Right Winger,1990-08-10,1.76,right,0.495,NE1,2018-06-30,Netherlands,Suriname
521634,Karol Niemczycki,Goalkeeper,1999-07-05,1.9,both,0.068,NE1,2018-06-30,Poland,-
182578,Menno Koch,Centre-Back,1994-07-02,1.95,right,0.27,NE1,2018-06-30,Netherlands,-
338031,Jurich Carolina,Left-Back,1998-07-15,1.78,left,0.18,NE1,2018-06-30,Curacao,Netherlands
106634,Pele van Anholt,Right-Back,1991-04-23,1.7,right,0.54,NE1,2018-06-30,Netherlands,Ghana
185566,Anouar Kali,Defensive Midfield,1991-06-03,1.72,left,0.81,NE1,2018-06-30,Morocco,Netherlands
238084,Ramon Pascal Lundqvist,Attacking Midfield,1997-05-10,1.83,right,0.36,NE1,2018-06-30,Sweden,-
240752,Gervane Kastaneer,Left Winger,1996-06-09,1.89,right,0.315,NE1,2018-06-30,Curacao,Netherlands
80702,Mark Birighitti,Goalkeeper,1991-04-17,1.88,both,0.9,NE1,2017-06-30,Australia,Italy
210202,James Horsfield,Right-Back,1995-11-30,1.78,right,0.225,NE1,2017-06-30,England,-
250591,Arno Verschueren,Defensive Midfield,1997-04-08,1.84,right,0.36,NE1,2017-06-30,Belgium,-
273588,Mounir El Allouchi,Central Midfield,1994-09-27,1.72,right,0.27,NE1,2017-06-30,Netherlands,Morocco
64208,Gianluca Nijholt,Central Midfield,1990-02-14,1.83,left,0.18,NE1,2017-06-30,Netherlands,-
427085,Bodi Brusselers,Attacking Midfield,1998-12-12,1.79,left,0.068,NE1,2017-06-30,Netherlands,-
464142,Diego Snepvangers,Left Winger,1998-06-03,1.75,left,0.045,NE1,2017-06-30,Netherlands,-
187594,Nigel Bertrams,Goalkeeper,1993-01-08,1.89,right,0.135,NE1,2017-06-30,Netherlands,-
139304,Karol Mets,Centre-Back,1993-05-16,1.91,left,0.36,NE1,2017-06-30,Estonia,-
182578,Menno Koch,Centre-Back,1994-07-02,1.95,right,0.225,NE1,2017-06-30,Netherlands,-
342719,Bart Meijers,Centre-Back,1997-01-10,1.85,right,0.135,NE1,2017-06-30,Netherlands,-
187601,Fabian Sporkslede,Right-Back,1993-08-03,1.79,right,0.27,NE1,2017-06-30,Netherlands,Suriname
117671,Jeff Stans,Defensive Midfield,1990-03-20,1.85,right,0.45,NE1,2017-06-30,Netherlands,-
4452,Robbie Haemhouts,Central Midfield,1983-12-09,1.75,left,0.36,NE1,2017-06-30,Belgium,-
312716,Olivier Rommens,Central Midfield,1995-02-03,1.77,right,0.225,NE1,2017-06-30,Belgium,-
205023,Rai Vloet,Attacking Midfield,1995-05-08,1.88,right,0.36,NE1,2017-06-30,Netherlands,-
234910,Giovanni Korte,Right Winger,1993-08-01,1.7,right,0.405,NE1,2017-06-30,Netherlands,-
79127,Mitchell te Vrede,Centre-Forward,1991-08-07,1.91,right,0.36,NE1,2017-06-30,Netherlands,-
273588,Mounir El Allouchi,Central Midfield,1994-09-27,1.72,right,0.023,NE1,2014-06-30,Netherlands,Morocco
25520,Remko Pasveer,Goalkeeper,1983-11-08,1.87,right,0.36,NE1,2018-06-30,Netherlands,-
387047,Danilho Doekhi,Centre-Back,1998-06-30,1.9,right,0.225,NE1,2018-06-30,Netherlands,Suriname
170620,Vyacheslav Karavaev,Right-Back,1995-05-20,1.76,right,1.35,NE1,2018-06-30,Russia,-
337673,Julian Lelieveld,Right-Back,1997-11-24,1.78,right,0.27,NE1,2018-06-30,Netherlands,-
258911,Mukhtar Ali,Defensive Midfield,1997-10-30,1.85,right,0.225,NE1,2018-06-30,SaudiArabia,England
177862,Charly Musonda Jr.,Attacking Midfield,1996-10-15,1.73,right,4.5,NE1,2018-06-30,Belgium,Zambia
204047,Matus Bero,Attacking Midfield,1995-09-06,1.81,right,1.35,NE1,2018-06-30,Slovakia,-
50303,Tim Matavz,Centre-Forward,1989-01-13,1.88,right,2.25,NE1,2018-06-30,Slovenia,-
257980,Jeroen Houwen,Goalkeeper,1996-02-18,1.88,right,0.54,NE1,2018-06-30,Netherlands,-
129092,Rasmus Thelander,Centre-Back,1991-07-09,1.91,right,0.9,NE1,2018-06-30,Denmark,-
183291,Max Clark,Left-Back,1996-01-19,1.79,left,0.225,NE1,2018-06-30,England,-
191395,Khalid Karami,Right-Back,1989-12-29,1.81,both,0.72,NE1,2018-06-30,Netherlands,Morocco
109881,Thulani Serero,Defensive Midfield,1990-04-11,1.64,both,1.35,NE1,2018-06-30,SouthAfrica,-
61612,Navarone Foor,Attacking Midfield,1992-02-04,1.7,both,1.58,NE1,2018-06-30,Netherlands,Indonesia
172202,Thomas Bruns,Attacking Midfield,1992-01-07,1.77,right,0.9,NE1,2018-06-30,Netherlands,-
82410,Bryan Linssen,Left Winger,1990-10-08,1.7,right,3.6,NE1,2018-06-30,Netherlands,-
25427,Roy Beerens,Right Winger,1987-12-22,1.73,right,1.35,NE1,2018-06-30,Netherlands,-
393239,Mitchell van Bergen,Right Winger,1999-08-27,1.7,right,0.27,NE1,2018-06-30,Netherlands,-
321182,Oussama Darfalou,Centre-Forward,1993-09-29,1.87,right,0.9,NE1,2018-06-30,Algeria,-
55972,Guram Kashia,Centre-Back,1987-07-04,1.85,right,0.9,NE1,2011-06-30,Georgia,-
257980,Jeroen Houwen,Goalkeeper,1996-02-18,1.88,right,0.18,NE1,2016-06-30,Netherlands,-
81778,Maikel van der Werff,Centre-Back,1989-04-22,1.86,right,1.17,NE1,2016-06-30,Netherlands,-
110911,Kosuke Ota,Left-Back,1987-07-23,1.78,left,1.35,NE1,2016-06-30,Japan,-
337673,Julian Lelieveld,Right-Back,1997-11-24,1.78,right,0.135,NE1,2016-06-30,Netherlands,-
58342,Sheran Yeini,Defensive Midfield,1986-12-08,1.77,right,0.63,NE1,2016-06-30,Israel,Poland
41355,Ricky van Wolfswinkel,Centre-Forward,1989-01-27,1.86,right,2.25,NE1,2016-06-30,Netherlands,-
55972,Guram Kashia,Centre-Back,1987-07-04,1.85,right,2.25,NE1,2016-06-30,Georgia,-
4634,Arnold Kruiswijk,Centre-Back,1984-11-02,1.82,left,0.9,NE1,2016-06-30,Netherlands,-
38003,Alexander BÃ¼ttner,Left-Back,1989-02-11,1.74,left,2.25,NE1,2016-06-30,Netherlands,-
61612,Navarone Foor,Attacking Midfield,1992-02-04,1.7,both,0.9,NE1,2016-06-30,Netherlands,Indonesia
291739,Milot Rashica,Left Winger,1996-06-28,1.78,right,1.8,NE1,2016-06-30,Kosovo,Albania
393239,Mitchell van Bergen,Right Winger,1999-08-27,1.7,right,0.09,NE1,2016-06-30,Netherlands,-
4634,Arnold Kruiswijk,Centre-Back,1984-11-02,1.82,left,0.81,NE1,2017-06-30,Netherlands,-
315129,Lassana Faye,Left-Back,1998-06-15,1.79,left,0.18,NE1,2017-06-30,Netherlands,Senegal
258911,Mukhtar Ali,Defensive Midfield,1997-10-30,1.85,right,0.225,NE1,2017-06-30,SaudiArabia,England
341434,Julian Calor,Central Midfield,1997-01-27,1.83,right,0.135,NE1,2017-06-30,Netherlands,-
61612,Navarone Foor,Attacking Midfield,1992-02-04,1.7,both,1.58,NE1,2017-06-30,Netherlands,Indonesia
82410,Bryan Linssen,Left Winger,1990-10-08,1.7,right,2.25,NE1,2017-06-30,Netherlands,-
25427,Roy Beerens,Right Winger,1987-12-22,1.73,right,1.35,NE1,2017-06-30,Netherlands,-
50303,Tim Matavz,Centre-Forward,1989-01-13,1.88,right,0.81,NE1,2017-06-30,Slovenia,-
25520,Remko Pasveer,Goalkeeper,1983-11-08,1.87,right,0.63,NE1,2017-06-30,Netherlands,-
257980,Jeroen Houwen,Goalkeeper,1996-02-18,1.88,right,0.18,NE1,2017-06-30,Netherlands,-
55972,Guram Kashia,Centre-Back,1987-07-04,1.85,right,2.25,NE1,2017-06-30,Georgia,-
81778,Maikel van der Werff,Centre-Back,1989-04-22,1.86,right,1.35,NE1,2017-06-30,Netherlands,-
38003,Alexander BÃ¼ttner,Left-Back,1989-02-11,1.74,left,0.81,NE1,2017-06-30,Netherlands,-
170620,Vyacheslav Karavaev,Right-Back,1995-05-20,1.76,right,2.7,NE1,2017-06-30,Russia,-
337673,Julian Lelieveld,Right-Back,1997-11-24,1.78,right,0.225,NE1,2017-06-30,Netherlands,-
109881,Thulani Serero,Defensive Midfield,1990-04-11,1.64,both,0.9,NE1,2017-06-30,SouthAfrica,-
172202,Thomas Bruns,Attacking Midfield,1992-01-07,1.77,right,1.35,NE1,2017-06-30,Netherlands,-
291739,Milot Rashica,Left Winger,1996-06-28,1.78,right,3.15,NE1,2017-06-30,Kosovo,Albania
393239,Mitchell van Bergen,Right Winger,1999-08-27,1.7,right,0.45,NE1,2017-06-30,Netherlands,-
55972,Guram Kashia,Centre-Back,1987-07-04,1.85,right,0.27,NE1,2010-06-30,Georgia,-
81778,Maikel van der Werff,Centre-Back,1989-04-22,1.86,right,0.675,NE1,2015-06-30,Netherlands,-
55972,Guram Kashia,Centre-Back,1987-07-04,1.85,right,2.48,NE1,2015-06-30,Georgia,-
4634,Arnold Kruiswijk,Centre-Back,1984-11-02,1.82,left,0.675,NE1,2015-06-30,Netherlands,-
110911,Kosuke Ota,Left-Back,1987-07-23,1.78,left,1.13,NE1,2015-06-30,Japan,-
58342,Sheran Yeini,Defensive Midfield,1986-12-08,1.77,right,0.675,NE1,2015-06-30,Israel,Poland
55972,Guram Kashia,Centre-Back,1987-07-04,1.85,right,3.6,NE1,2012-06-30,Georgia,-
55972,Guram Kashia,Centre-Back,1987-07-04,1.85,right,4.5,NE1,2013-06-30,Georgia,-
55972,Guram Kashia,Centre-Back,1987-07-04,1.85,right,3.6,NE1,2014-06-30,Georgia,-
4634,Arnold Kruiswijk,Centre-Back,1984-11-02,1.82,left,0.675,NE1,2014-06-30,Netherlands,-
79045,Jeroen Zoet,Goalkeeper,1991-01-06,1.89,right,9.0,NE1,2018-06-30,Netherlands,-
235108,Luuk Koopmans,Goalkeeper,1993-11-18,1.9,right,0.18,NE1,2018-06-30,Netherlands,-
147846,Nicolas Isimat-Mirin,Centre-Back,1991-11-15,1.87,right,3.6,NE1,2018-06-30,France,Guadeloupe
145840,Trent Sainsbury,Centre-Back,1992-01-05,1.84,right,0.9,NE1,2018-06-30,Australia,England
136834,Aziz Behich,Left-Back,1990-12-16,1.7,left,2.48,NE1,2018-06-30,Australia,Turkey
321528,Denzel Dumfries,Right-Back,1996-04-18,1.89,right,3.6,NE1,2018-06-30,Netherlands,Aruba
205004,Jorrit Hendrix,Defensive Midfield,1995-02-06,1.81,left,7.2,NE1,2018-06-30,Netherlands,-
203357,Ryan Thomas,Central Midfield,1994-12-20,1.74,right,2.7,NE1,2018-06-30,NewZealand,England
314974,Dante Rigo,Central Midfield,1998-12-11,1.8,right,0.54,NE1,2018-06-30,Belgium,-
264116,GastÃ³n Pereiro,Attacking Midfield,1995-06-11,1.88,left,9.0,NE1,2018-06-30,Uruguay,-
323910,Mauro JÃºnior,Attacking Midfield,1999-05-06,1.71,left,1.8,NE1,2018-06-30,Brazil,-
284165,Steven Bergwijn,Left Winger,1997-10-08,1.78,right,10.8,NE1,2018-06-30,Netherlands,Suriname
434675,Cody Gakpo,Left Winger,1999-05-07,1.87,right,0.36,NE1,2018-06-30,Netherlands,Togo
365758,Maximiliano Romero,Centre-Forward,1999-01-09,1.79,right,6.3,NE1,2018-06-30,Argentina,-
53696,Lars Unnerstall,Goalkeeper,1990-07-20,1.98,right,1.8,NE1,2018-06-30,Germany,-
258362,Yanick van Osch,Goalkeeper,1997-03-24,1.83,right,0.45,NE1,2018-06-30,Netherlands,-
241457,Derrick Luckassen,Centre-Back,1995-07-03,1.86,right,3.15,NE1,2018-06-30,Netherlands,Ghana
93081,Nick Viergever,Centre-Back,1989-08-03,1.83,left,2.7,NE1,2018-06-30,Netherlands,-
339337,Armando Obispo,Centre-Back,1999-03-05,1.86,left,0.675,NE1,2018-06-30,Netherlands,Curacao
277179,AngeliÃ±o,Left-Back,1997-01-04,1.75,left,2.7,NE1,2018-06-30,Spain,-
247596,Kenneth Paal,Left-Back,1997-06-24,1.74,left,0.63,NE1,2018-06-30,Netherlands,Suriname
298796,Ãrick GutiÃ©rrez,Central Midfield,1995-06-15,1.81,left,4.5,NE1,2018-06-30,Mexico,-
370791,Pablo Rosario,Central Midfield,1997-01-07,1.88,right,0.9,NE1,2018-06-30,Netherlands,DominicanRepublic
321204,Michal Sadilek,Central Midfield,1999-05-31,1.69,left,0.113,NE1,2018-06-30,CzechRepublic,-
326701,Bart Ramselaar,Attacking Midfield,1996-06-29,1.78,right,5.4,NE1,2018-06-30,Netherlands,-
316889,Hirving Lozano,Left Winger,1995-07-30,1.75,right,22.5,NE1,2018-06-30,Mexico,-
326029,Donyell Malen,Left Winger,1999-01-19,1.79,right,0.675,NE1,2018-06-30,Netherlands,Suriname
72522,Luuk de Jong,Centre-Forward,1990-08-27,1.88,right,7.2,NE1,2018-06-30,Netherlands,-
386914,Sam Lammers,Centre-Forward,1997-04-30,1.89,both,1.35,NE1,2018-06-30,Netherlands,-
79045,Jeroen Zoet,Goalkeeper,1991-01-06,1.89,right,6.75,NE1,2016-06-30,Netherlands,-
215551,Hidde Jurjus,Goalkeeper,1994-02-09,1.89,right,0.54,NE1,2016-06-30,Netherlands,-
147846,Nicolas Isimat-Mirin,Centre-Back,1991-11-15,1.87,right,2.7,NE1,2016-06-30,France,Guadeloupe
120443,Santiago Arias,Right-Back,1992-01-13,1.77,right,4.5,NE1,2016-06-30,Colombia,-
79027,Davy PrÃ¶pper,Central Midfield,1991-09-02,1.85,right,7.2,NE1,2016-06-30,Netherlands,-
264116,GastÃ³n Pereiro,Attacking Midfield,1995-06-11,1.88,left,6.3,NE1,2016-06-30,Uruguay,-
326701,Bart Ramselaar,Attacking Midfield,1996-06-29,1.78,right,2.25,NE1,2016-06-30,Netherlands,-
238084,Ramon Pascal Lundqvist,Attacking Midfield,1997-05-10,1.83,right,0.045,NE1,2016-06-30,Sweden,-
166240,JÃ¼rgen Locadia,Centre-Forward,1993-11-07,1.85,right,4.5,NE1,2016-06-30,Netherlands,Curacao
235108,Luuk Koopmans,Goalkeeper,1993-11-18,1.9,right,0.18,NE1,2016-06-30,Netherlands,-
51046,HÃ©ctor Moreno,Centre-Back,1988-01-17,1.84,left,6.75,NE1,2016-06-30,Mexico,Spain
38434,Daniel Schwaab,Centre-Back,1988-08-23,1.86,right,1.35,NE1,2016-06-30,Germany,-
215096,Jordy de Wijs,Centre-Back,1995-01-08,1.89,left,0.27,NE1,2016-06-30,Netherlands,-
207006,Joshua Brenet,Right-Back,1994-03-20,1.81,right,3.15,NE1,2016-06-30,Netherlands,Curacao
205004,Jorrit Hendrix,Defensive Midfield,1995-02-06,1.81,left,4.5,NE1,2016-06-30,Netherlands,-
284165,Steven Bergwijn,Left Winger,1997-10-08,1.78,right,1.35,NE1,2016-06-30,Netherlands,Suriname
72522,Luuk de Jong,Centre-Forward,1990-08-27,1.88,right,9.0,NE1,2016-06-30,Netherlands,-
79045,Jeroen Zoet,Goalkeeper,1991-01-06,1.89,right,7.65,NE1,2017-06-30,Netherlands,-
235108,Luuk Koopmans,Goalkeeper,1993-11-18,1.9,right,0.18,NE1,2017-06-30,Netherlands,-
241457,Derrick Luckassen,Centre-Back,1995-07-03,1.86,right,3.15,NE1,2017-06-30,Netherlands,Ghana
215096,Jordy de Wijs,Centre-Back,1995-01-08,1.89,left,0.54,NE1,2017-06-30,Netherlands,-
247596,Kenneth Paal,Left-Back,1997-06-24,1.74,left,0.27,NE1,2017-06-30,Netherlands,Suriname
207006,Joshua Brenet,Right-Back,1994-03-20,1.81,right,3.6,NE1,2017-06-30,Netherlands,Curacao
79027,Davy PrÃ¶pper,Central Midfield,1991-09-02,1.85,right,9.0,NE1,2017-06-30,Netherlands,-
314974,Dante Rigo,Central Midfield,1998-12-11,1.8,right,0.225,NE1,2017-06-30,Belgium,-
326701,Bart Ramselaar,Attacking Midfield,1996-06-29,1.78,right,6.3,NE1,2017-06-30,Netherlands,-
284165,Steven Bergwijn,Left Winger,1997-10-08,1.78,right,2.25,NE1,2017-06-30,Netherlands,Suriname
72522,Luuk de Jong,Centre-Forward,1990-08-27,1.88,right,6.3,NE1,2017-06-30,Netherlands,-
365758,Maximiliano Romero,Centre-Forward,1999-01-09,1.79,right,2.7,NE1,2017-06-30,Argentina,-
79294,Eloy Room,Goalkeeper,1989-02-06,1.9,right,3.6,NE1,2017-06-30,Curacao,Netherlands
258362,Yanick van Osch,Goalkeeper,1997-03-24,1.83,right,0.18,NE1,2017-06-30,Netherlands,-
147846,Nicolas Isimat-Mirin,Centre-Back,1991-11-15,1.87,right,3.6,NE1,2017-06-30,France,Guadeloupe
38434,Daniel Schwaab,Centre-Back,1988-08-23,1.86,right,1.8,NE1,2017-06-30,Germany,-
339337,Armando Obispo,Centre-Back,1999-03-05,1.86,left,0.068,NE1,2017-06-30,Netherlands,Curacao
120443,Santiago Arias,Right-Back,1992-01-13,1.77,right,7.2,NE1,2017-06-30,Colombia,-
205004,Jorrit Hendrix,Defensive Midfield,1995-02-06,1.81,left,4.5,NE1,2017-06-30,Netherlands,-
370791,Pablo Rosario,Central Midfield,1997-01-07,1.88,right,0.36,NE1,2017-06-30,Netherlands,DominicanRepublic
264116,GastÃ³n Pereiro,Attacking Midfield,1995-06-11,1.88,left,6.75,NE1,2017-06-30,Uruguay,-
238084,Ramon Pascal Lundqvist,Attacking Midfield,1997-05-10,1.83,right,0.36,NE1,2017-06-30,Sweden,-
316889,Hirving Lozano,Left Winger,1995-07-30,1.75,right,9.0,NE1,2017-06-30,Mexico,-
305947,Albert Gudmundsson,Right Winger,1997-06-15,1.77,right,0.63,NE1,2017-06-30,Iceland,-
166240,JÃ¼rgen Locadia,Centre-Forward,1993-11-07,1.85,right,4.5,NE1,2017-06-30,Netherlands,Curacao
386914,Sam Lammers,Centre-Forward,1997-04-30,1.89,both,0.81,NE1,2017-06-30,Netherlands,-
79045,Jeroen Zoet,Goalkeeper,1991-01-06,1.89,right,0.09,NE1,2010-06-30,Netherlands,-
79045,Jeroen Zoet,Goalkeeper,1991-01-06,1.89,right,0.09,NE1,2009-06-30,Netherlands,-
79045,Jeroen Zoet,Goalkeeper,1991-01-06,1.89,right,4.5,NE1,2015-06-30,Netherlands,-
235108,Luuk Koopmans,Goalkeeper,1993-11-18,1.9,right,0.09,NE1,2015-06-30,Netherlands,-
120443,Santiago Arias,Right-Back,1992-01-13,1.77,right,3.15,NE1,2015-06-30,Colombia,-
264116,GastÃ³n Pereiro,Attacking Midfield,1995-06-11,1.88,left,1.8,NE1,2015-06-30,Uruguay,-
72522,Luuk de Jong,Centre-Forward,1990-08-27,1.88,right,5.4,NE1,2015-06-30,Netherlands,-
51046,HÃ©ctor Moreno,Centre-Back,1988-01-17,1.84,left,6.3,NE1,2015-06-30,Mexico,Spain
147846,Nicolas Isimat-Mirin,Centre-Back,1991-11-15,1.87,right,2.25,NE1,2015-06-30,France,Guadeloupe
215096,Jordy de Wijs,Centre-Back,1995-01-08,1.89,left,0.09,NE1,2015-06-30,Netherlands,-
207006,Joshua Brenet,Right-Back,1994-03-20,1.81,right,0.54,NE1,2015-06-30,Netherlands,Curacao
205004,Jorrit Hendrix,Defensive Midfield,1995-02-06,1.81,left,1.8,NE1,2015-06-30,Netherlands,-
79027,Davy PrÃ¶pper,Central Midfield,1991-09-02,1.85,right,3.6,NE1,2015-06-30,Netherlands,-
284165,Steven Bergwijn,Left Winger,1997-10-08,1.78,right,0.225,NE1,2015-06-30,Netherlands,Suriname
166240,JÃ¼rgen Locadia,Centre-Forward,1993-11-07,1.85,right,3.15,NE1,2015-06-30,Netherlands,Curacao
166240,JÃ¼rgen Locadia,Centre-Forward,1993-11-07,1.85,right,0.09,NE1,2012-06-30,Netherlands,Curacao
120443,Santiago Arias,Right-Back,1992-01-13,1.77,right,1.35,NE1,2013-06-30,Colombia,-
79045,Jeroen Zoet,Goalkeeper,1991-01-06,1.89,right,1.8,NE1,2013-06-30,Netherlands,-
207006,Joshua Brenet,Right-Back,1994-03-20,1.81,right,0.18,NE1,2013-06-30,Netherlands,Curacao
166240,JÃ¼rgen Locadia,Centre-Forward,1993-11-07,1.85,right,2.25,NE1,2013-06-30,Netherlands,Curacao
79045,Jeroen Zoet,Goalkeeper,1991-01-06,1.89,right,4.5,NE1,2014-06-30,Netherlands,-
207006,Joshua Brenet,Right-Back,1994-03-20,1.81,right,0.675,NE1,2014-06-30,Netherlands,Curacao
72522,Luuk de Jong,Centre-Forward,1990-08-27,1.88,right,6.75,NE1,2014-06-30,Netherlands,-
166240,JÃ¼rgen Locadia,Centre-Forward,1993-11-07,1.85,right,2.7,NE1,2014-06-30,Netherlands,Curacao
120443,Santiago Arias,Right-Back,1992-01-13,1.77,right,1.35,NE1,2014-06-30,Colombia,-
205004,Jorrit Hendrix,Defensive Midfield,1995-02-06,1.81,left,0.9,NE1,2014-06-30,Netherlands,-
111180,Warner Hahn,Goalkeeper,1992-06-15,1.9,right,1.35,NE1,2018-06-30,Netherlands,Suriname
99100,Daniel HÃ¶egh,Centre-Back,1991-01-06,1.9,right,1.35,NE1,2018-06-30,Denmark,-
355512,Andreas Skovgaard,Centre-Back,1997-03-27,1.85,left,0.27,NE1,2018-06-30,Denmark,-
221766,Lucas Woudenberg,Left-Back,1994-04-25,1.86,left,0.585,NE1,2018-06-30,Netherlands,-
64506,Ben Rienstra,Central Midfield,1990-06-05,1.82,right,1.58,NE1,2018-06-30,Netherlands,-
264748,Rodney Kongolo,Central Midfield,1998-01-09,1.87,right,0.225,NE1,2018-06-30,Netherlands,DRCongo
222825,Nemanja Mihajlovic,Left Winger,1996-01-19,1.73,right,1.13,NE1,2018-06-30,Serbia,-
155158,Filip Bednarek,Goalkeeper,1992-09-26,1.88,right,0.225,NE1,2018-06-30,Poland,-
361207,Kik Pierie,Centre-Back,2000-07-20,1.83,left,1.8,NE1,2018-06-30,Netherlands,UnitedStates
187098,Dave Bulthuis,Centre-Back,1990-06-28,1.91,left,0.72,NE1,2018-06-30,Netherlands,-
321135,Ibrahim Dresevic,Centre-Back,1997-01-24,1.86,right,0.315,NE1,2018-06-30,Kosovo,Sweden
315211,Sherel Floranus,Right-Back,1998-08-23,1.85,right,0.54,NE1,2018-06-30,Netherlands,Curacao
241378,Jordy Bruijn,Central Midfield,1996-07-23,1.72,right,0.27,NE1,2018-06-30,Netherlands,-
342702,Michel Vlap,Attacking Midfield,1997-06-02,1.9,right,1.58,NE1,2018-06-30,Netherlands,-
393239,Mitchell van Bergen,Right Winger,1999-08-27,1.7,right,0.27,NE1,2018-06-30,Netherlands,-
312473,Jan Bekkema,Goalkeeper,1996-04-09,1.86,right,0.045,NE1,2016-06-30,Netherlands,-
195359,Doke Schmidt,Right-Back,1992-04-07,1.77,right,0.45,NE1,2016-06-30,Netherlands,-
145996,Yuki Kobayashi,Central Midfield,1992-04-24,1.82,left,0.585,NE1,2016-06-30,Japan,-
241378,Jordy Bruijn,Central Midfield,1996-07-23,1.72,right,0.023,NE1,2016-06-30,Netherlands,-
262613,Pelle van Amersfoort,Attacking Midfield,1996-04-01,1.93,right,0.27,NE1,2016-06-30,Netherlands,-
4698,Stijn Schaars,Defensive Midfield,1984-01-11,1.78,left,1.35,NE1,2016-06-30,Netherlands,-
226524,Morten Thorsby,Central Midfield,1996-05-05,1.89,right,1.13,NE1,2016-06-30,Norway,-
342702,Michel Vlap,Attacking Midfield,1997-06-02,1.9,right,0.09,NE1,2016-06-30,Netherlands,-
